fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id,Acid_Ratio,Sulfur_Ratio,Sugar_Alcohol_Ratio,Total_Acidity,pH_Category,Alcohol_Sulphates_Interaction
8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.99392,3.11,0.78,12.4,6,1100,0.04047619047619048,0.6388888888888888,0.16935483870967744,9.16,Low,9.672
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6,1101,0.0662162162162162,0.56,0.17500000000000002,8.16,Low,7.5600000000000005
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6,1103,0.0662162162162162,0.56,0.17500000000000002,8.16,Low,7.5600000000000005
8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,12.4,6,1104,0.06,0.64,0.1774193548387097,8.82,Low,8.184000000000001
6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,5,1105,0.09047619047619047,0.2653061224489796,0.1640625,7.15,Moderate,7.68
9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,7,1107,0.03296703296703297,0.4166666666666667,0.17094017094017094,9.81,Low,9.944999999999999
8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,9.5,5,1108,0.09629629629629631,0.3076923076923077,0.34736842105263155,8.979999999999999,Low,4.655
10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,3.17,0.76,10.8,6,1109,0.04351851851851851,0.4090909090909091,0.19444444444444445,11.700000000000001,Low,8.208
8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,6,1110,0.06385542168674699,0.42857142857142855,0.13999999999999999,8.83,Low,6.4
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64,12.3,7,1111,0.07777777777777777,0.41818181818181815,0.16260162601626016,6.09,Moderate,7.872000000000001
7.9,0.33,0.41,1.5,0.0559999999999999,6.0,35.0,0.99396,3.29,0.71,11.0,6,1112,0.04177215189873418,0.17142857142857143,0.13636363636363635,8.64,Low,7.81
5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,6,1114,0.08,0.3625,0.3161764705882353,5.9,Moderate,8.976
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,1115,0.09857142857142856,0.7142857142857143,0.22123893805309733,7.76,Low,6.78
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,1116,0.09857142857142856,0.7142857142857143,0.22123893805309733,7.76,Low,6.78
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,1117,0.09857142857142856,0.7142857142857143,0.22123893805309733,7.76,Low,6.78
7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,6,1118,0.054929577464788736,0.5833333333333334,0.15789473684210525,7.609999999999999,Low,7.049
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,5,1119,0.11785714285714287,0.4666666666666667,0.19379844961240308,6.26,Moderate,7.481999999999999
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,8,1120,0.06835443037974684,0.47058823529411764,0.19083969465648856,8.780000000000001,Low,9.431999999999999
6.3,0.47,0.0,1.4,0.055,27.0,33.0,0.9922,3.45,0.48,12.3,6,1122,0.0746031746031746,0.8181818181818182,0.1138211382113821,6.77,Moderate,5.904
8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.99394,3.14,0.59,11.3,7,1125,0.027272727272727268,0.48148148148148145,0.15044247787610618,9.39,Low,6.667
6.3,0.76,0.0,2.9,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,6,1127,0.12063492063492064,0.5,0.25217391304347825,7.06,Moderate,6.8999999999999995
10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68,10.0,5,1128,0.043,0.3146067415730337,0.27,10.76,Low,6.800000000000001
9.1,0.6,0.0,1.9,0.0579999999999999,5.0,10.0,0.9977,3.18,0.63,10.4,6,1130,0.06593406593406594,0.5,0.18269230769230768,9.7,Low,6.5520000000000005
7.4,0.36,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.88,13.6,7,1132,0.048648648648648644,0.47368421052631576,0.1323529411764706,8.100000000000001,Low,11.968
7.2,0.48,0.07,5.5,0.089,10.0,18.0,0.99684,3.37,0.68,11.2,7,1133,0.06666666666666667,0.5555555555555556,0.4910714285714286,7.75,Low,7.616
8.5,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74,11.8,7,1134,0.03294117647058824,0.4,0.14406779661016947,9.129999999999999,Low,8.732000000000001
8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,6,1135,0.03125,0.44,0.14285714285714285,8.68,Low,7.14
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,6,1136,0.05,0.46153846153846156,0.17543859649122806,11.37,Low,8.664
7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,5,1138,0.05466666666666666,0.30851063829787234,0.40659340659340665,8.06,Low,5.278
8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,9.5,6,1139,0.06219512195121952,0.18604651162790697,0.21052631578947367,8.95,Low,6.08
7.3,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,3.41,0.65,9.5,6,1140,0.05479452054794521,0.4177215189873418,0.17894736842105263,8.0,Moderate,6.175
8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,6,1141,0.04634146341463415,0.3380281690140845,0.22727272727272727,8.9,Low,9.35
6.9,0.45,0.11,2.4,0.043,6.0,12.0,0.99354,3.3,0.65,11.4,6,1142,0.06521739130434782,0.5,0.21052631578947367,7.460000000000001,Low,7.41
7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.99672,3.61,0.82,10.0,6,1143,0.03142857142857143,0.8,0.18,7.52,Moderate,8.2
7.3,0.32,0.23,2.3,0.066,35.0,70.0,0.99588,3.43,0.62,10.1,5,1144,0.043835616438356165,0.5,0.2277227722772277,7.8500000000000005,Moderate,6.262
8.2,0.2,0.43,2.5,0.076,31.0,51.0,0.99672,3.53,0.81,10.4,6,1145,0.02439024390243903,0.6078431372549019,0.24038461538461536,8.829999999999998,Moderate,8.424000000000001
7.8,0.5,0.12,1.8,0.178,6.0,21.0,0.996,3.28,0.87,9.8,6,1146,0.06410256410256411,0.2857142857142857,0.18367346938775508,8.42,Low,8.526
10.0,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,11.8,7,1147,0.040999999999999995,0.42857142857142855,0.5254237288135593,10.86,Low,5.782
7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66,11.6,6,1148,0.05,0.42857142857142855,0.1724137931034483,8.61,Low,7.656
10.0,0.35,0.47,2.0,0.061,6.0,11.0,0.99585,3.23,0.52,12.0,6,1149,0.034999999999999996,0.5454545454545454,0.16666666666666666,10.82,Low,6.24
6.1,0.58,0.23,2.5,0.044,16.0,70.0,0.99352,3.46,0.65,12.5,6,1151,0.09508196721311475,0.22857142857142856,0.2,6.91,Moderate,8.125
8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,5,1152,0.07228915662650602,0.23684210526315788,0.22448979591836735,9.15,Low,5.194000000000001
9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.99622,3.23,0.66,11.1,6,1153,0.04375,0.4473684210526316,0.1891891891891892,10.37,Low,7.3260000000000005
8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,5,1155,0.07228915662650602,0.23684210526315788,0.22448979591836735,9.15,Low,5.194000000000001
8.5,0.18,0.51,1.75,0.071,45.0,88.0,0.99524,3.33,0.76,11.8,7,1156,0.021176470588235293,0.5113636363636364,0.1483050847457627,9.19,Low,8.968
5.1,0.51,0.18,2.1,0.042,16.0,101.0,0.9924,3.46,0.87,12.9,7,1157,0.1,0.15841584158415842,0.16279069767441862,5.789999999999999,Moderate,11.223
8.5,0.32,0.42,2.3,0.075,12.0,19.0,0.99434,3.14,0.71,11.8,7,1162,0.037647058823529415,0.631578947368421,0.19491525423728812,9.24,Low,8.378
9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5,1164,0.08722222222222223,0.47619047619047616,0.16999999999999998,10.025,Low,6.7
8.2,0.33,0.39,2.5,0.074,29.0,48.0,0.99528,3.32,0.88,12.4,7,1167,0.0402439024390244,0.6041666666666666,0.20161290322580644,8.92,Low,10.912
6.5,0.34,0.27,2.8,0.067,8.0,44.0,0.99384,3.21,0.56,12.0,6,1168,0.05230769230769231,0.18181818181818182,0.2333333333333333,7.109999999999999,Low,6.720000000000001
7.6,0.5,0.29,2.3,0.086,5.0,14.0,0.99502,3.32,0.62,11.5,6,1169,0.06578947368421052,0.35714285714285715,0.19999999999999998,8.389999999999999,Low,7.13
9.2,0.36,0.34,1.6,0.062,5.0,12.0,0.99667,3.2,0.67,10.5,6,1170,0.0391304347826087,0.4166666666666667,0.1523809523809524,9.899999999999999,Low,7.035
9.7,0.42,0.46,2.1,0.074,5.0,16.0,0.99649,3.27,0.74,12.3,6,1172,0.04329896907216495,0.3125,0.17073170731707316,10.58,Low,9.102
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6,1173,0.04736842105263158,0.4,0.17894736842105263,8.27,Moderate,5.89
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6,1174,0.04736842105263158,0.4,0.17894736842105263,8.27,Moderate,5.89
6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,6,1175,0.09384615384615384,0.8135593220338984,0.19130434782608696,7.11,Moderate,8.049999999999999
6.5,0.88,0.03,5.6,0.079,23.0,47.0,0.99572,3.58,0.5,11.2,4,1176,0.13538461538461538,0.48936170212765956,0.5,7.41,Moderate,5.6
5.6,0.915,0.0,2.1,0.0409999999999999,17.0,78.0,0.99346,3.68,0.73,11.4,5,1178,0.16339285714285717,0.21794871794871795,0.18421052631578946,6.515,Moderate,8.322
8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,6,1179,0.042682926829268296,0.23404255319148937,0.21818181818181817,8.879999999999999,Low,8.91
9.8,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46,11.4,5,1181,0.03979591836734694,0.45454545454545453,0.14473684210526314,10.620000000000001,Low,5.244000000000001
6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6,9.3,5,1183,0.09705882352941177,0.26229508196721313,0.17204301075268816,7.53,Low,5.58
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5,1184,0.0955223880597015,0.09243697478991597,0.1926605504587156,7.57,Low,7.63
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5,1188,0.0955223880597015,0.09243697478991597,0.1926605504587156,7.57,Low,7.63
8.8,0.955,0.05,1.8,0.075,5.0,19.0,0.99616,3.3,0.44,9.6,4,1189,0.10852272727272726,0.2631578947368421,0.1875,9.805000000000001,Low,4.224
9.1,0.4,0.57,4.6,0.08,6.0,20.0,0.99652,3.28,0.57,12.5,6,1190,0.04395604395604396,0.3,0.368,10.07,Low,7.124999999999999
6.5,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,5,1191,0.13615384615384615,0.5,0.21296296296296294,7.385,Moderate,5.508000000000001
7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,7,1192,0.034722222222222224,0.2682926829268293,0.20161290322580644,7.82,Moderate,9.920000000000002
7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,6,1194,0.10642857142857143,0.234375,0.18947368421052632,7.865,Low,5.6049999999999995
6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,6,1195,0.06935483870967742,0.375,0.18947368421052632,6.85,Moderate,5.7
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6,1197,0.07402597402597402,0.4444444444444444,0.1530612244897959,8.48,Low,5.292000000000001
7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,6,1198,0.033766233766233764,0.24675324675324675,0.18348623853211007,8.22,Low,8.611
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,6,1199,0.07341772151898733,0.24468085106382978,0.2421052631578947,8.71,Low,5.51
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6,1200,0.07402597402597402,0.4444444444444444,0.1530612244897959,8.48,Low,5.292000000000001
7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.99419,3.27,0.54,11.2,7,1201,0.043037974683544304,0.5,0.16964285714285715,8.6,Low,6.048
8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,8,1202,0.04883720930232558,0.5,0.15384615384615385,9.41,Low,8.072999999999999
9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.99878,3.14,0.55,9.4,5,1203,0.07474747474747474,0.4342105263157895,0.6170212765957447,10.83,Low,5.170000000000001
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,1204,0.049999999999999996,0.5454545454545454,0.19090909090909092,8.020000000000001,Low,9.35
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,1206,0.049999999999999996,0.5454545454545454,0.19090909090909092,8.020000000000001,Low,9.35
9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,5,1207,0.07272727272727272,0.46153846153846156,0.16999999999999998,11.170000000000002,Low,9.399999999999999
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,1208,0.049999999999999996,0.5454545454545454,0.19090909090909092,8.020000000000001,Low,9.35
6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,7,1209,0.06290322580645161,0.5833333333333334,0.17857142857142858,7.02,Moderate,9.744
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,1210,0.09558823529411765,0.5333333333333333,0.20192307692307693,7.47,Low,6.448
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,1212,0.09558823529411765,0.5333333333333333,0.20192307692307693,7.47,Low,6.448
10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,6,1214,0.03235294117647059,0.6666666666666666,0.18269230769230768,10.99,Low,4.992
7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,6,1216,0.07215189873417721,0.12658227848101267,0.21052631578947367,8.780000000000001,Low,6.555
9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,6,1219,0.043333333333333335,0.5,0.11926605504587157,9.790000000000001,Low,9.047
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6,1220,0.029357798165137613,0.38636363636363635,0.1565217391304348,11.74,Low,8.855
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6,1221,0.029357798165137613,0.38636363636363635,0.1565217391304348,11.74,Low,8.855
12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,6,1224,0.030952380952380953,0.4,0.24271844660194172,13.48,Low,8.446
9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,5,1225,0.05,0.23376623376623376,0.2765957446808511,9.89,Low,4.7940000000000005
7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,5,1226,0.07733333333333332,0.5869565217391305,0.44565217391304346,8.11,Low,4.324
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,5,1227,0.06444444444444444,0.38095238095238093,0.20833333333333334,9.83,Low,6.912
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,7,1228,0.08235294117647059,0.20454545454545456,0.1323529411764706,5.52,Moderate,9.927999999999999
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,1229,0.056578947368421055,0.2878787878787879,0.2210526315789474,8.319999999999999,Low,6.08
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,6,1230,0.023376623376623374,0.25862068965517243,0.2288135593220339,8.22,Low,9.204
7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,5,1231,0.10448717948717948,0.5333333333333333,0.24074074074074073,8.625,Low,6.696000000000001
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,1232,0.056578947368421055,0.2878787878787879,0.2210526315789474,8.319999999999999,Low,6.08
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,1234,0.10563380281690142,0.6111111111111112,0.171875,7.859999999999999,Low,5.120000000000001
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6,1236,0.07051282051282053,0.4117647058823529,0.18085106382978722,8.35,Low,6.016
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,1237,0.10563380281690142,0.6111111111111112,0.171875,7.859999999999999,Low,5.120000000000001
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,4,1238,0.09012345679012346,0.5,0.2604166666666667,8.83,Low,4.416
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,4,1239,0.10307692307692308,0.55,0.3644067796610169,7.17,Moderate,6.608000000000001
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,5,1240,0.08133333333333333,0.6,0.18279569892473116,8.309999999999999,Low,3.7200000000000006
8.3,0.56,0.22,2.4,0.0819999999999999,10.0,86.0,0.9983,3.37,0.62,9.5,5,1243,0.06746987951807229,0.11627906976744186,0.25263157894736843,9.080000000000002,Low,5.89
7.4,0.55,0.19,1.8,0.0819999999999999,15.0,34.0,0.99655,3.49,0.68,10.5,5,1245,0.07432432432432433,0.4411764705882353,0.17142857142857143,8.14,Moderate,7.140000000000001
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,5,1246,0.09999999999999999,0.3125,0.16999999999999998,8.21,Low,4.8
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,1250,0.08450704225352113,0.6486486486486487,0.2110091743119266,7.709999999999999,Low,6.649
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,5,1251,0.07733333333333332,0.45,0.22448979591836735,8.22,Low,5.782
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,5,1252,0.10140845070422536,0.42857142857142855,0.18367346938775508,7.819999999999999,Moderate,5.684
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,5,1253,0.08354430379746836,0.46153846153846156,0.14736842105263157,8.56,Moderate,5.51
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,5,1254,0.08974358974358974,0.5714285714285714,0.17431192660550457,8.56,Low,7.521
7.5,0.59,0.22,1.8,0.0819999999999999,43.0,60.0,0.99499,3.1,0.42,9.2,5,1256,0.07866666666666666,0.7166666666666667,0.1956521739130435,8.31,Low,3.8639999999999994
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,6,1257,0.08285714285714285,0.17391304347826086,0.43636363636363634,7.86,Low,7.699999999999999
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6,1258,0.09411764705882353,0.45454545454545453,0.23893805309734514,7.4399999999999995,Moderate,7.119000000000001
8.6,0.635,0.68,1.8,0.4029999999999999,19.0,56.0,0.99632,3.02,1.15,9.3,5,1260,0.07383720930232558,0.3392857142857143,0.1935483870967742,9.915,Low,10.695
6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,4,1261,0.1619047619047619,0.7083333333333334,0.17857142857142858,7.32,Moderate,6.16
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,5,1262,0.04591836734693877,0.5151515151515151,0.25510204081632654,10.63,Low,5.684
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,6,1264,0.04352941176470588,0.5098039215686274,0.15254237288135591,9.19,Low,8.496
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,1265,0.07916666666666666,0.4444444444444444,0.22330097087378636,7.82,Low,6.180000000000001
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,1266,0.07916666666666666,0.4444444444444444,0.22330097087378636,7.82,Low,6.180000000000001
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,6,1267,0.041346153846153845,0.6842105263157895,0.20175438596491227,11.33,Low,9.918000000000001
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,6,1268,0.05942028985507246,0.4117647058823529,0.21052631578947367,7.62,Moderate,5.2250000000000005
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,6,1270,0.076,0.43333333333333335,0.1142857142857143,5.39,Moderate,10.5
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,6,1271,0.06027397260273973,0.375,0.13675213675213677,7.94,Low,6.668999999999999
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,5,1272,0.07796610169491525,0.5681818181818182,0.16964285714285715,6.36,Moderate,5.936
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,5,1273,0.07733333333333332,0.7727272727272727,0.2150537634408602,8.28,Low,3.999
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,6,1274,0.07435897435897436,0.4722222222222222,0.18750000000000003,8.51,Low,5.936
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,1275,0.089375,0.16049382716049382,0.2421052631578947,8.935,Low,5.130000000000001
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4,1276,0.047058823529411764,0.3,0.525,9.3,Low,6.720000000000001
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,6,1277,0.09857142857142856,0.3,0.1958762886597938,7.6899999999999995,Low,5.819999999999999
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,1278,0.089375,0.16049382716049382,0.2421052631578947,8.935,Low,5.130000000000001
9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,7,1279,0.03061224489795918,0.3333333333333333,0.14782608695652175,10.490000000000002,Low,6.555
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6,1280,0.06478873239436621,0.5185185185185185,0.18269230769230768,7.76,Low,6.656000000000001
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6,1281,0.06478873239436621,0.5185185185185185,0.18269230769230768,7.76,Low,6.656000000000001
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,6,1282,0.09683544303797469,0.4090909090909091,0.18348623853211007,8.665000000000001,Low,7.412000000000001
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,6,1283,0.07241379310344828,0.2463768115942029,0.26470588235294124,9.61,Low,6.425999999999999
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,5,1284,0.06,0.5,0.2110091743119266,7.61,Low,6.104000000000001
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,5,1285,0.03274336283185841,0.425531914893617,0.17142857142857143,12.17,Low,5.984999999999999
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,1288,0.08571428571428572,0.18181818181818182,0.44117647058823534,7.8999999999999995,Low,11.934
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,1289,0.08571428571428572,0.18181818181818182,0.44117647058823534,7.8999999999999995,Low,11.934
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5,1290,0.09736842105263158,0.5,0.17272727272727273,8.34,Low,6.489999999999999
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6,1291,0.07743902439024392,0.4166666666666667,0.1926605504587156,8.934999999999999,Low,8.175
5.9,0.395,0.13,2.4,0.0559999999999999,14.0,28.0,0.99362,3.62,0.67,12.4,6,1292,0.06694915254237288,0.5,0.1935483870967742,6.425,Moderate,8.308000000000002
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5,1296,0.09545454545454546,0.6580645161290323,0.4526315789473684,7.2299999999999995,Low,4.275
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,6,1297,0.07361111111111111,0.5172413793103449,0.17355371900826447,7.87,Low,7.380999999999999
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,6,1298,0.10526315789473684,0.6111111111111112,0.11475409836065574,6.3,Moderate,6.832
7.6,1.58,0.0,2.1,0.1369999999999999,5.0,9.0,0.99476,3.5,0.4,10.9,3,1299,0.20789473684210527,0.5555555555555556,0.1926605504587156,9.18,Moderate,4.36
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,6,1300,0.12403846153846154,0.5357142857142857,0.172,5.845000000000001,Moderate,7.625
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,6,1301,0.12835820895522387,0.3508771929824561,0.17094017094017094,7.630000000000001,Moderate,8.658
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,6,1302,0.04065934065934066,0.26666666666666666,0.18750000000000003,9.79,Low,8.959999999999999
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,5,1304,0.10394736842105264,0.3088235294117647,0.25,8.600000000000001,Low,4.048
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5,1305,0.08133333333333333,0.2727272727272727,0.19387755102040813,8.37,Low,5.194000000000001
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5,1306,0.0711340206185567,0.24175824175824176,0.24752475247524752,10.709999999999999,Low,6.262
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5,1309,0.08857142857142856,0.42857142857142855,0.15217391304347827,7.72,Low,5.611999999999999
